"health","level","moves","r0c0","r0c1","r0c2","r0c3","r0c4","r0c5","r0c6","r1c0","r1c1","r1c2","r1c3","r1c4","r1c5","r1c6","r2c0","r2c1","r2c2","r2c3","r2c4","r2c5","r2c6","r3c0","r3c1","r3c2","r3c3","r3c4","r3c5","r3c6","r4c0","r4c1","r4c2","r4c3","r4c4","r4c5","r4c6","r5c0","r5c1","r5c2","r5c3","r5c4","r5c5","r5c6","r6c0","r6c1","r6c2","r6c3","r6c4","r6c5","r6c6","s0d0","s0d1","s0d2","s0d3","s0d4","s0d5","s0d6","s1d0","s1d1","s1d2","s1d3","s1d4","s1d5","s1d6","s2d0","s2d1","s2d2","s2d3","s2d4","s2d5","s2d6","s3d0","s3d1","s3d2","s3d3","s3d4","s3d5","s3d6","s4d0","s4d1","s4d2","s4d3","s4d4","s4d5","s4d6","s5d0","s5d1","s5d2","s5d3","s5d4","s5d5","s5d6","s6d0","s6d1","s6d2","s6d3","s6d4","s6d5","s6d6"
1,311,26,"start","marsh","marsh","marsh","marsh","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","marsh","marsh","grass","marsh","","marsh","grass","grass","grass","marsh","grass","","grass","marsh","grass","grass","grass","grass","","grass","marsh","marsh","grass","marsh","endClosed","","","","","","","","","","","hammer","","warp","gem","","gem","","gem","","","","","","","","","gem","","","","gem","","boulder","","","","gem","warp","gem","boulder","","gem","","","","","gem","","","","","","","","","",""
1,312,45,"start","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","marsh","marsh","grass","grass","marsh","grass","","marsh","marsh","marsh","grass","grass","grass","","marsh","marsh","marsh","marsh","grass","grass","","marsh","ice","marsh","marsh","grass","endClosed","","","","","","","","","","","boulder","gem","gem","gem","","","","","boulder","gem","gem","","enemy","enemy","","","boulder","boulder","","enemy","enemy","enemy","","warp","heart","","enemy","warp","","enemy","","boulder","","hammer","enemy","enemy","enemy","sword","","","","","","","","",""
1,313,33,"start","ice","ice","ice","ice","ice","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","gem","enemy","","","","boulder","gem","warp","gem","","","","","boulder","gem","boulder","","","gem","gem","","boulder","gem","","gem","warp","warp2","gem","boulder","","","heart","gem","gem","boulder","warp2","","","","","","","","",""
1,314,34,"start","endClosed","grass","grass","marsh","marsh","","ice","marsh","marsh","grass","grass","marsh","","ice","marsh","marsh","grass","grass","grass","","ice","ice","ice","grass","grass","grass","","marsh","grass","grass","grass","grass","grass","","marsh","marsh","grass","grass","grass","grass","","","","","","","","","","","","heart","enemy","hammer","","","","","boulder","gem","enemy","","","","","boulder","warp2","gem","","","","","warp","sword","warp","","enemy","","boulder","gem","warp2","boulder","","gem","enemy","","boulder","boulder","sword","","","","","","","",""
1,315,24,"start","grass","marsh","marsh","grass","grass","","grass","ice","ice","ice","ice","grass","","marsh","ice","grass","grass","ice","marsh","","marsh","ice","grass","grass","ice","marsh","","grass","ice","ice","ice","ice","grass","","grass","grass","marsh","marsh","grass","endClosed","","","","","","","","","","","enemy","enemy","","sword","","","warp","","","warp2","","","enemy","","gem","gem","","enemy","","enemy","","gem","gem","","enemy","","","warp2","","","warp","boulder","","hammer","","enemy","enemy","boulder","","","","","","","","",""
1,316,38,"start","grass","grass","marsh","marsh","grass","","grass","grass","marsh","grass","grass","marsh","","grass","marsh","grass","grass","marsh","grass","","grass","marsh","grass","marsh","grass","grass","","grass","marsh","grass","marsh","grass","grass","","grass","marsh","marsh","grass","grass","endClosed","","","","","","","","","","","warp","enemy","enemy","gem","","","","enemy","gem","hammer","enemy","","","enemy","gem","gem","enemy","sword","","","enemy","gem","enemy","","","","","enemy","gem","enemy","","boulder","","sword","enemy","enemy","warp","boulder","","","","","","","","",""
1,317,22,"start","grass","marsh","marsh","grass","grass","","grass","grass","grass","marsh","grass","marsh","","marsh","marsh","marsh","grass","grass","marsh","","grass","marsh","grass","grass","marsh","grass","","grass","marsh","marsh","marsh","marsh","marsh","","grass","grass","grass","grass","grass","endClosed","","","","","","","","","","","enemy","enemy","gem","warp2","","","","warp","enemy","gem","enemy","","enemy","enemy","enemy","gem","gem","enemy","","sword","enemy","gem","gem","enemy","sword","","","enemy","enemy","enemy","enemy","enemy","","warp2","warp","boulder","","","","","","","","","","",""
1,318,38,"start","grass","grass","marsh","marsh","marsh","","marsh","marsh","grass","grass","marsh","marsh","","grass","grass","marsh","grass","grass","marsh","","marsh","marsh","grass","grass","grass","grass","","grass","grass","grass","marsh","grass","grass","","grass","marsh","grass","marsh","marsh","endClosed","","","","","","","","","","","gem","","enemy","hammer","","","","","gem","","enemy","","boulder","boulder","","","gem","","","","","gem","","boulder","boulder","","sword","gem","","","boulder","boulder","","gem","","","boulder","","","","","","","","","",""
1,319,33,"start","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","marsh","grass","grass","grass","grass","grass","","marsh","marsh","grass","grass","grass","grass","","marsh","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","endClosed","","","","","","","","","","","","boulder","hammer","warp","","boulder","gem","","gem","boulder","sword","","enemy","boulder","gem","","boulder","boulder","","gem","enemy","boulder","gem","gem","hammer","","enemy","boulder","gem","","boulder","boulder","","boulder","gem","warp","boulder","","","","","","","","","",""
1,320,36,"start","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","endClosed","grass","grass","grass","grass","grass","","","","","","","","","","gem","","boulder","boulder","gem","","boulder","boulder","gem","","warp","boulder","","gem","hammer","boulder","gem","gem","boulder","","gem","hammer","boulder","gem","gem","boulder","","boulder","boulder","gem","","warp","boulder","","","hammer","","boulder","boulder","gem","","","","","","","",""
1,321,23,"start","grass","ice","ice","ice","ice","","grass","grass","ice","grass","grass","grass","","grass","ice","ice","grass","ice","ice","","ice","grass","grass","ice","ice","grass","","ice","grass","grass","ice","grass","grass","","ice","ice","ice","ice","grass","endClosed","","","","","","","","","","boulder","","","","heart","","","boulder","","","boulder","boulder","","","","","boulder","","sword","","","hammer","boulder","","","enemy","","","gem","gem","","enemy","boulder","","","","","","boulder","","","","","","","","",""
1,322,16,"start","marsh","ice","ice","ice","ice","","ice","marsh","ice","marsh","marsh","ice","","ice","marsh","ice","marsh","ice","marsh","","ice","marsh","ice","marsh","ice","marsh","","ice","marsh","ice","marsh","ice","marsh","","ice","marsh","marsh","marsh","ice","endClosed","","","","","","","","","","","warp","","boulder","gem","","","","","","","gem","","","","","","warp2","enemy","","","","heart","","","","","","","warp2","","","","","warp","","","","hammer","","","","","","","","",""
1,323,12,"start","grass","ice","ice","ice","ice","","grass","grass","grass","grass","grass","ice","","ice","ice","ice","ice","grass","ice","","ice","grass","grass","ice","grass","ice","","ice","grass","grass","endClosed","grass","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","hammer","gem","","","gem","","boulder","","","boulder","","","","gem","gem","gem","gem","boulder","","","gem","","","gem","","","","gem","","","","","","","gem","","","","","gem","","","","","","","",""
1,324,22,"start","ice","ice","marsh","grass","grass","","grass","marsh","ice","ice","marsh","grass","","grass","marsh","ice","marsh","grass","grass","","marsh","ice","ice","marsh","marsh","marsh","","grass","marsh","ice","ice","ice","marsh","","grass","grass","marsh","marsh","ice","endClosed","","","","","","","","","","","","warp","","","","","","gem","","","","","","","gem","","","heart","","warp2","","gem","enemy","","enemy","","","warp","gem","","","warp2","","","","enemy","","","","","","","","","","",""
1,325,14,"start","ice","ice","ice","ice","ice","","grass","marsh","ice","ice","marsh","ice","","grass","marsh","ice","ice","marsh","ice","","grass","marsh","ice","ice","marsh","ice","","grass","marsh","ice","ice","marsh","ice","","grass","grass","ice","ice","marsh","endClosed","","","","","","","","","","","gem","boulder","","gem","","gem","","","","","","","gem","","","","","","","gem","","","","","","","heart","","gem","","","gem","","gem","","hammer","gem","enemy","","","","","","","","",""
1,326,26,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","grass","grass","grass","grass","grass","ice","","grass","marsh","marsh","marsh","marsh","grass","","grass","ice","ice","marsh","grass","endClosed","","","","","","","","","","","","","","","","","gem","gem","gem","gem","","","","boulder","boulder","boulder","boulder","","","","","","","","","","","hammer","hammer","hammer","hammer","warp","","warp","","","","","","","","","","","","",""
1,327,11,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","boulder","","sword","boulder","","","","","","","","","warp","","","","","","gem","gem","","warp","","enemy","heart","","","","enemy","","enemy","","","","boulder","","","","","","","","",""
1,328,22,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","gem","enemy","hammer","gem","","","","boulder","","boulder","boulder","","gem","","gem","","hammer","","","","heart","warp","heart","","","","","","gem","warp","gem","boulder","","gem","","","","boulder","","","","","","","","",""
1,329,19,"start","ice","marsh","ice","ice","marsh","","ice","grass","ice","ice","grass","ice","","ice","ice","marsh","ice","ice","marsh","","ice","grass","ice","grass","ice","ice","","grass","ice","ice","ice","grass","ice","","ice","ice","marsh","ice","ice","endClosed","","","","","","","","","","","gem","","","gem","","","gem","","","gem","","","","","gem","","","warp2","","","gem","","warp","","","","gem","","","","gem","warp","","","boulder","gem","","warp2","","","","","","","","",""
1,330,7,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","","heart","gem","warp","","","","boulder","","enemy","","","","","warp","","gem","enemy","","sword","enemy","gem","","warp2","","","gem","","enemy","","boulder","","","warp2","boulder","","","","","","","","","","","",""
1,331,18,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","hammer","boulder","gem","","gem","","","gem","enemy","","boulder","","","","boulder","","","","gem","","","","","gem","","","boulder","","sword","boulder","","","","","","","","","","","",""
1,332,33,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","grass","endClosed","ice","","ice","ice","ice","grass","marsh","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","gem","","","","","","gem","","gem","sword","heart","","","","enemy","","","","","","","gem","enemy","","","","","","gem","","","gem","","","","boulder","boulder","","","hammer","","","","","","","",""
2,333,12,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","endClosed","ice","ice","ice","","ice","ice","grass","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","","boulder","gem","","","boulder","","","enemy","warp","","","gem","hammer","","enemy","","","","","","","gem","","","","","warp","","gem","","","hammer","boulder","boulder","boulder","boulder","heart","","","","","","","",""
1,334,16,"ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","start","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","endClosed","ice","ice","ice","ice","ice","","","","","","","","","","","gem","gem","gem","sword","","","","gem","","","","","","","","","","heart","","heart","gem","","gem","","","","","","","","gem","","","","gem","enemy","gem","","heart","","","","","","","",""
1,335,21,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","marsh","endClosed","ice","ice","","ice","marsh","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","gem","","","","gem","warp","gem","","","gem","","","gem","enemy","","warp2","","","","enemy","gem","","sword","","","","gem","","boulder","","warp","","","gem","","boulder","warp2","boulder","","","","","","","",""
1,336,13,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","gem","heart","heart","enemy","heart","","gem","gem","","","","gem","","enemy","","gem","heart","sword","enemy","","","heart","","enemy","","gem","","gem","","","","","gem","","enemy","sword","heart","","","","","","","","","","",""
1,337,22,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","grass","grass","grass","ice","ice","","ice","grass","endClosed","grass","ice","ice","","ice","grass","grass","grass","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","sword","","enemy","","enemy","","hammer","","heart","","","","gem","gem","boulder","","heart","","","gem","","gem","","enemy","","","gem","gem","boulder","","gem","","sword","","","gem","","enemy","","","","","","","",""
1,338,16,"ice","ice","ice","ice","marsh","ice","","ice","ice","start","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","endClosed","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","heart","","","","enemy","gem","","","gem","","heart","","","","","","sword","","hammer","","","","enemy","","","","","","","gem","","boulder","","","","gem","","","","","gem","","","","","","","",""
1,339,28,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","marsh","marsh","marsh","","ice","ice","ice","marsh","endClosed","marsh","","ice","ice","ice","marsh","marsh","marsh","","","","","","","","","","","","boulder","gem","boulder","","","heart","","","gem","","","","","","","","","","boulder","","","gem","gem","enemy","","gem","gem","","gem","","gem","","hammer","","","enemy","gem","gem","","","","","","","",""
1,340,13,"start","ice","ice","ice","ice","ice","","ice","endClosed","marsh","marsh","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","marsh","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","","","gem","","","","enemy","","boulder","","","","enemy","boulder","gem","","","","","","gem","sword","","","","","boulder","","","gem","","","gem","","","","","boulder","","","","","","","",""
1,341,12,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","endClosed","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","","","hammer","","boulder","","","","","","","gem","boulder","","","boulder","","","hammer","heart","","","gem","","","gem","","enemy","gem","","gem","","boulder","","","","gem","boulder","","","","","","","",""
1,342,23,"start","ice","ice","ice","ice","ice","","ice","endClosed","marsh","ice","ice","ice","","ice","ice","ice","ice","marsh","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","marsh","ice","marsh","ice","","ice","ice","ice","ice","grass","ice","","","","","","","","","","","","","","gem","","heart","","enemy","gem","","","","boulder","boulder","boulder","hammer","enemy","","","","","","gem","gem","","","","","enemy","gem","enemy","sword","","gem","","sword","sword","","sword","","","","","","","",""
1,343,21,"ice","ice","ice","ice","ice","ice","","ice","ice","ice","grass","ice","ice","","ice","start","ice","grass","ice","ice","","ice","grass","ice","ice","grass","ice","","ice","ice","ice","ice","endClosed","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","heart","","","gem","","heart","","","","gem","","gem","","","","","","","","","","gem","","gem","","","","","","gem","","gem","","gem","","heart","","","","gem","heart","","","","","","","",""
1,344,14,"ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","","","gem","warp","","","gem","","","","","","","","","gem","","enemy","","gem","","warp2","gem","boulder","","","","warp2","gem","","warp","gem","","","","","","hammer","gem","","","","","","","",""
1,345,17,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","warp","","","","hammer","gem","warp2","","","","","gem","","gem","gem","","","","warp","gem","","","","","warp2","","gem","","boulder","boulder","","","","","","boulder","","","","","","","","",""
1,346,23,"start","ice","grass","grass","ice","grass","","ice","ice","ice","ice","ice","ice","","grass","ice","ice","ice","ice","grass","","grass","ice","ice","ice","ice","grass","","ice","ice","ice","ice","ice","ice","","grass","ice","grass","grass","ice","endClosed","","","","","","","","","","heart","","","heart","","","","","enemy","enemy","","","","gem","enemy","gem","gem","boulder","","","gem","enemy","gem","gem","enemy","","","","","enemy","enemy","","hammer","","","heart","","","heart","","","","","","","","",""
1,347,15,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","endClosed","","","","","","","","","","","","sword","sword","sword","","","sword","","sword","","","","sword","enemy","","enemy","","enemy","","boulder","gem","boulder","gem","boulder","gem","","gem","heart","gem","heart","gem","heart","","enemy","","enemy","","enemy","","","","","","","","",""
1,348,17,"start","ice","ice","ice","ice","endClosed","","ice","ice","ice","ice","marsh","ice","","ice","grass","ice","marsh","ice","marsh","","grass","ice","grass","ice","marsh","ice","","ice","grass","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","","warp2","gem","warp2","","","","","","gem","enemy","","","","gem","","enemy","sword","enemy","","gem","sword","gem","","enemy","","","","gem","","","","gem","","warp","","","","gem","warp","","","","","","","",""
1,349,19,"start","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","marsh","ice","endClosed","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","gem","","","","gem","","gem","warp2","gem","gem","","","","","gem","enemy","gem","","","","","gem","gem","gem","warp2","","","","","","sword","gem","warp","","gem","","","","warp","gem","","","","","","","",""
1,350,13,"ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","start","ice","ice","ice","","ice","ice","ice","endClosed","ice","ice","","ice","ice","ice","ice","ice","ice","","ice","ice","ice","ice","ice","ice","","","","","","","","","","gem","","","warp","","","gem","warp2","hammer","","boulder","gem","","","gem","","","","","","","","hammer","","","","","","gem","","","gem","warp","","boulder","warp2","gem","","","gem","","","","","","","",""
1,351,14,"start","sand","sand","sand","grass","sand","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","sand","sand","endClosed","","","","","","","","","","gem","gem","gem","","gem","","","","","gem","","","","","","","gem","","","","","","","gem","","","","","","","gem","","","","","","","gem","gem","","","","","","","","",""
1,352,19,"start","sand","sand","sand","grass","grass","","grass","sand","grass","sand","grass","grass","","grass","sand","ice","sand","grass","grass","","grass","grass","ice","sand","sand","sand","","grass","grass","ice","ice","endClosed","sand","","grass","grass","grass","sand","sand","sand","","","","","","","","","","gem","gem","gem","","","","","gem","gem","gem","","","","","gem","","gem","","","","","","","gem","gem","gem","","","","","","","gem","","","","","gem","gem","gem","","","","","","","",""
1,353,18,"grass","grass","start","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","sand","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","endClosed","grass","grass","","","","","","","","","","","","","","","","","gem","","","gem","","","","gem","","","","gem","","boulder","","boulder","boulder","boulder","boulder","","","gem","","","","","","","","","","gem","","","","","","","","",""
1,354,26,"start","grass","grass","sand","grass","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","sand","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","sand","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","gem","","","gem","","gem","boulder","","gem","","boulder","","boulder","boulder","boulder","boulder","","gem","","boulder","","","gem","","","gem","","","gem","","","","","","","","",""
1,355,18,"start","grass","grass","grass","grass","grass","","grass","grass","grass","grass","grass","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","sand","grass","sand","grass","","grass","grass","grass","sand","grass","grass","","grass","grass","grass","grass","grass","endClosed","","","","","","","","","","","boulder","","","","","","gem","","boulder","gem","","","","","","","","boulder","","boulder","boulder","","gem","","","","","gem","","","gem","","","","","boulder","","","","","","","","","","",""
1,356,23,"start","grass","grass","grass","grass","endClosed","","grass","grass","grass","grass","grass","sand","","grass","grass","sand","grass","grass","grass","","grass","sand","grass","sand","grass","sand","","grass","grass","sand","grass","sand","grass","","grass","grass","grass","grass","grass","grass","","","","","","","","","","","boulder","","gem","","","","gem","boulder","boulder","boulder","","","","","","gem","boulder","gem","","boulder","","boulder","","boulder","","","","gem","","gem","","gem","","hammer","","","boulder","","","","","","","","","",""
1,357,20,"start","sand","grass","sand","grass","grass","","grass","grass","sand","grass","grass","grass","","grass","sand","grass","sand","grass","grass","","grass","grass","sand","grass","grass","grass","","grass","sand","grass","sand","grass","grass","","grass","grass","sand","grass","grass","endClosed","","","","","","","","","","","gem","","","","","","gem","","gem","","","","","","gem","","","","","","gem","","gem","","","","","","gem","","","","","","gem","","gem","","","","","","","","","",""
1,358,24,"start","grass","sand","grass","grass","grass","","grass","grass","marsh","marsh","sand","marsh","","marsh","sand","marsh","grass","grass","grass","","grass","grass","marsh","marsh","sand","marsh","","sand","marsh","marsh","grass","grass","grass","","grass","grass","sand","grass","grass","endClosed","","","","","","","","","","","","","gem","","","","gem","","","","","","","","","","gem","","","gem","","","","","","","","","","gem","","","","","gem","","","","","","","","","","","",""
1,359,28,"start","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","","","","gem","","","","","gem","","","gem","","gem","","","gem","","","","","gem","","","gem","gem","","","gem","","","","","","gem","","gem","","gem","","","","","","","","",""
1,360,26,"start","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","","boulder","hammer","gem","gem","","","","hammer","boulder","","boulder","","gem","","","boulder","","","","boulder","boulder","hammer","","gem","","","gem","","boulder","boulder","boulder","gem","","hammer","boulder","","","gem","","","","","","","","",""
1,361,24,"start","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","","","gem","","boulder","","gem","boulder","hammer","","boulder","","","","","boulder","boulder","","gem","","","gem","boulder","boulder","","","","hammer","boulder","hammer","gem","boulder","","","boulder","","gem","","","","","","","","","","",""
1,362,24,"start","sand","sand","sand","sand","sand","","lava","sand","lava","sand","lava","sand","","sand","lava","sand","sand","sand","sand","","sand","sand","sand","endClosed","sand","sand","","sand","lava","sand","lava","sand","sand","","sand","sand","sand","sand","sand","sand","","","","","","","","","","hammer","gem","boulder","gem","","","","","","","","","","","","","gem","","","","hammer","","","","boulder","boulder","","","","","","gem","gem","","gem","","","","","","","","","","","","",""
1,363,26,"start","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","sand","sand","","sand","sand","sand","sand","lava","ice","","sand","sand","sand","sand","lava","ice","","sand","sand","sand","sand","lava","endClosed","","","","","","","","","","","","","","hammer","","gem","","","","","","","boulder","boulder","gem","","","","","hammer","gem","boulder","","","boulder","","boulder","boulder","boulder","","","","","hammer","gem","hammer","boulder","","","","","","","","","",""
1,364,25,"start","sand","sand","sand","sand","sand","","sand","sand","sand","sand","lava","sand","","sand","sand","lava","sand","sand","sand","","sand","lava","sand","lava","sand","ice","","sand","lava","sand","sand","lava","ice","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","","","hammer","gem","gem","","","gem","","","","gem","","","","","","","boulder","","hammer","","","","gem","","","gem","","","gem","","","","gem","gem","boulder","","","","","","","","","","",""
1,365,17,"start","lava","sand","sand","sand","sand","","sand","sand","sand","ice","sand","ice","","lava","lava","sand","ice","sand","ice","","sand","sand","sand","ice","sand","ice","","lava","sand","sand","ice","ice","ice","","sand","sand","sand","sand","lava","endClosed","","","","","","","","","","","","gem","gem","","","","","gem","","","","","","","gem","","","","","","gem","gem","","","","","","hammer","","boulder","","","","","gem","gem","boulder","","","","","","","","","",""
1,366,24,"start","sand","sand","sand","sand","sand","","sand","sand","sand","lava","sand","sand","","lava","sand","sand","sand","lava","sand","","lava","sand","sand","sand","sand","sand","","sand","lava","sand","sand","lava","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","","","gem","gem","warp","","","gem","gem","","","gem","","","","gem","","","","","","","","","gem","","","gem","","","","","gem","","warp","gem","","","gem","","","","","","","","",""
1,367,24,"start","sand","sand","sand","sand","endClosed","","sand","sand","sand","sand","sand","sand","","sand","lava","sand","sand","sand","sand","","sand","lava","lava","sand","lava","sand","","sand","sand","sand","sand","lava","sand","","sand","sand","sand","lava","sand","sand","","","","","","","","","","","gem","warp","gem","","","","","","gem","","","","gem","","","gem","","gem","","","","","","","","","","gem","","","","","","","gem","","","gem","warp","","","","","","","",""
1,368,19,"start","sand","lava","sand","sand","sand","","lava","sand","lava","sand","sand","sand","","lava","sand","lava","lava","lava","lava","","lava","sand","sand","sand","sand","sand","","sand","sand","lava","lava","sand","sand","","sand","sand","sand","lava","lava","endClosed","","","","","","","","","","","","gem","gem","gem","","","","","gem","warp2","warp","","","","","","","","","","","warp2","","gem","","","gem","gem","","","gem","gem","","gem","gem","warp","","","","","","","","","","",""
1,369,23,"start","sand","sand","lava","sand","sand","","sand","sand","lava","sand","sand","sand","","sand","lava","sand","sand","sand","sand","","lava","sand","sand","sand","lava","lava","","sand","sand","sand","lava","sand","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","gem","","","","gem","","gem","warp","","gem","warp","warp2","","","","","gem","","gem","","","gem","gem","","","","","","","","","warp2","gem","","","gem","","gem","","","","","","","","","",""
1,370,22,"start","sand","sand","sand","sand","sand","","sand","lava","lava","sand","lava","sand","","sand","sand","sand","sand","lava","sand","","sand","lava","lava","sand","lava","sand","","sand","sand","sand","sand","lava","sand","","sand","sand","lava","lava","sand","endClosed","","","","","","","","","","warp2","boulder","gem","","gem","","","","","","","","","gem","warp","gem","hammer","","warp","","","","","","","","","","gem","","gem","","gem","","gem","","","","warp2","","","","","","","","",""
1,371,24,"start","sand","lava","sand","lava","sand","","sand","sand","sand","sand","lava","sand","","sand","lava","lava","sand","sand","sand","","sand","sand","sand","sand","lava","sand","","lava","sand","sand","lava","sand","sand","","sand","sand","sand","sand","sand","endClosed","","","","","","","","","","gem","","gem","","gem","","gem","","","warp","","warp","","","","","gem","","gem","","gem","","hammer","","","boulder","","","","gem","","","gem","","","gem","","","gem","","","","","","","","",""
