hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
209,209,16,1,start,ice,ice,ice,endClosed,,ice,marsh,marsh,marsh,ice,,ice,marsh,ice,marsh,ice,,ice,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,gem,,gem,,,,hammer,,,gem,,,boulder,,,,,,,,,,,
210,210,21,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,gem,boulder,,enemy,enemy,,boulder,gem,,,enemy,gem,boulder,warp,,enemy,enemy,,,boulder,,hammer,warp,gem,boulder,sword,,,,,,,
211,211,28,1,start,endClosed,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,,,,,,,,,,,gem,,gem,,gem,,gem,,,,,gem,,,gem,gem,,gem,gem,,,gem,,gem,,,,,,,,
212,212,24,1,start,marsh,endClosed,grass,marsh,,marsh,marsh,grass,grass,marsh,,grass,grass,marsh,marsh,grass,,grass,grass,marsh,grass,grass,,marsh,marsh,grass,grass,grass,,,,,,,,,,,hammer,,,,gem,,,,,,,,,,,gem,,,,boulder,,,,,boulder,gem,,,,,,,
213,213,22,1,start,marsh,grass,marsh,endClosed,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,ice,grass,ice,grass,ice,,grass,marsh,grass,marsh,grass,,,,,,,,,,gem,,,,,gem,,gem,,,gem,,gem,,gem,,,gem,,gem,,,gem,,gem,,gem,,,,,,,
214,214,21,1,start,endClosed,grass,grass,grass,,grass,grass,marsh,marsh,grass,,grass,marsh,marsh,grass,grass,,grass,marsh,marsh,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,warp,boulder,,,,,warp,,,hammer,boulder,,boulder,hammer,,boulder,gem,,gem,boulder,boulder,gem,gem,,,,,,,
215,215,19,1,grass,ice,start,ice,grass,,marsh,ice,ice,ice,marsh,,marsh,marsh,ice,marsh,marsh,,marsh,ice,ice,ice,marsh,,grass,ice,endClosed,ice,grass,,,,,,,,boulder,,,,boulder,,,,gem,,,,,gem,enemy,gem,,,,,gem,,,,sword,boulder,,boulder,hammer,,,,,,,
216,216,20,1,start,ice,grass,ice,endClosed,,grass,marsh,grass,marsh,grass,,grass,marsh,grass,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,,boulder,,,,gem,,gem,,gem,,sword,,gem,,sword,,enemy,enemy,hammer,enemy,enemy,,gem,,enemy,,gem,,,,,,,
217,217,19,1,start,grass,grass,grass,grass,,marsh,marsh,marsh,marsh,grass,,endClosed,ice,ice,ice,grass,,marsh,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,sword,,,gem,,boulder,,,,,,,enemy,enemy,enemy,sword,,boulder,,,,,,gem,sword,,,gem,,,,,,,
218,218,12,1,start,grass,endClosed,grass,grass,,ice,grass,ice,ice,grass,,ice,grass,grass,ice,grass,,ice,grass,grass,ice,grass,,ice,ice,ice,ice,grass,,,,,,,,,boulder,,boulder,boulder,,,hammer,,,boulder,,,enemy,sword,,boulder,,,gem,enemy,,boulder,,,,,,boulder,,,,,,,
219,219,25,1,marsh,grass,start,grass,marsh,,grass,marsh,grass,marsh,grass,,grass,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,,marsh,grass,endClosed,grass,marsh,,,,,,,,gem,,,,gem,,,,warp,,,,,,gem,,,,,,warp,,,,gem,,,,gem,,,,,,,
220,220,11,1,grass,grass,ice,grass,grass,,grass,ice,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,start,grass,ice,grass,grass,,,,,,,,heart,,gem,,sword,,,enemy,,enemy,,,gem,,,,gem,,,enemy,,enemy,,,,,gem,,heart,,,,,,,
221,221,9,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,gem,gem,gem,,,,,,,,,enemy,enemy,enemy,,,,,,,,,gem,gem,gem,warp,,,,,,,,
222,222,16,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,gem,gem,gem,,,,,,boulder,boulder,,boulder,,,,gem,,gem,,boulder,boulder,,,,,,,,
223,223,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,gem,boulder,sword,,,boulder,,,,,,gem,,,gem,,gem,,hammer,,enemy,,boulder,,,boulder,,,,,,,,
224,224,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,hammer,gem,,sword,,,boulder,,,,,,,,,,boulder,,gem,,gem,enemy,,,,,,,,
225,225,9,1,start,ice,ice,ice,ice,,ice,grass,ice,grass,ice,,ice,ice,ice,ice,ice,,grass,ice,ice,grass,ice,,ice,grass,ice,ice,endClosed,,,,,,,,,,,,,,,gem,,gem,,,,,,,,,gem,,,gem,enemy,,,gem,sword,boulder,,,,,,,,
226,226,11,1,start,ice,ice,grass,ice,,ice,ice,grass,ice,ice,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,boulder,,,,gem,,hammer,,,gem,,gem,boulder,,gem,,gem,boulder,enemy,,boulder,sword,boulder,enemy,,,,,,,,
227,227,7,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,sword,gem,,,,,,,gem,,,,gem,,warp,,,enemy,,gem,,,,,,,,
228,228,16,1,start,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,boulder,gem,,,boulder,,,,,,,,,boulder,,,,gem,warp,,,warp,gem,boulder,,gem,,,,,,,
229,229,13,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,warp,gem,gem,,,,gem,enemy,gem,boulder,,,gem,gem,warp,,,,,boulder,,,,,,,,,
230,230,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,heart,,,,,heart,boulder,,,,,,,,boulder,hammer,,,,sword,,enemy,,,,enemy,,gem,,,,,,,
231,231,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,boulder,,,,boulder,,,,,,hammer,,enemy,,,,hammer,boulder,boulder,,boulder,gem,gem,hammer,gem,,,,,,,
232,232,12,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,boulder,,,,boulder,gem,gem,boulder,gem,,hammer,,,,,,gem,boulder,,,,,,,,,,
233,233,16,1,start,ice,ice,ice,ice,,ice,ice,grass,endClosed,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,grass,ice,ice,,,,,,,,,,,,,,hammer,gem,boulder,,,,,boulder,,gem,,,gem,,gem,boulder,,,boulder,,,,,,,,,,,
234,234,11,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,boulder,hammer,gem,warp,,,,gem,,boulder,,,,gem,warp,,,,,,,,,,,,,,,
235,235,10,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,marsh,,ice,ice,ice,ice,ice,,ice,grass,grass,ice,ice,,,,,,,,,,,,,,,,gem,,,,,gem,,gem,,,,,gem,,,,,,,,,,,,,,,
236,236,13,1,start,grass,ice,grass,grass,,grass,marsh,ice,ice,grass,,ice,ice,endClosed,ice,ice,,grass,ice,ice,ice,grass,,grass,grass,ice,grass,grass,,,,,,,,,gem,,gem,,,gem,,,,gem,,,,,,,,gem,boulder,,,gem,,,gem,,gem,,,,,,,,
237,237,14,1,start,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,grass,,ice,grass,ice,grass,ice,,grass,ice,grass,ice,endClosed,,,,,,,,,,gem,,gem,,,gem,,gem,,,gem,hammer,boulder,,gem,,,gem,,gem,,,gem,,gem,,,,,,,,,
238,238,18,2,start,ice,ice,ice,ice,,marsh,marsh,marsh,marsh,ice,,ice,ice,ice,ice,ice,,ice,marsh,marsh,marsh,marsh,,ice,ice,ice,ice,endClosed,,,,,,,,,gem,gem,gem,gem,,enemy,,,,gem,,gem,gem,gem,gem,gem,,gem,,,sword,,,gem,gem,gem,gem,,,,,,,,
239,239,23,1,start,ice,marsh,marsh,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,marsh,ice,marsh,,marsh,ice,ice,ice,marsh,,marsh,marsh,marsh,ice,endClosed,,,,,,,,,boulder,gem,,,,hammer,boulder,,boulder,gem,,gem,boulder,gem,boulder,,,hammer,boulder,boulder,boulder,,,,,,boulder,,,,,,,,
240,240,12,2,start,ice,grass,ice,grass,,ice,ice,ice,ice,ice,,grass,ice,grass,ice,grass,,ice,ice,ice,ice,ice,,grass,ice,grass,ice,endClosed,,,,,,,,,,enemy,,,,,,gem,gem,,,enemy,gem,,gem,,,,heart,gem,,gem,,,,,gem,,,,,,,,
241,241,6,2,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,gem,,enemy,,,enemy,,,,,,gem,,gem,,,enemy,heart,gem,heart,,,,heart,,enemy,,,,,,,,
242,242,22,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,boulder,heart,heart,,,heart,,,,,,,heart,enemy,,,boulder,boulder,hammer,heart,,,gem,gem,enemy,,,,,,,,,
243,243,15,1,start,grass,grass,grass,grass,,grass,ice,ice,ice,grass,,grass,ice,endClosed,ice,grass,,grass,ice,ice,ice,grass,,grass,grass,grass,grass,grass,,,,,,,,,,warp,,gem,,,enemy,enemy,enemy,,,gem,enemy,,enemy,sword,,,enemy,enemy,enemy,,,gem,,warp,,gem,,,,,,,
244,244,15,1,start,grass,grass,grass,grass,,grass,marsh,marsh,marsh,grass,,grass,marsh,endClosed,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,,,warp,sword,,,,,,,,warp,,,,gem,,,,,,boulder,,hammer,gem,,enemy,gem,,,,,,,
245,245,20,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,,,,,,,,,hammer,boulder,boulder,gem,,boulder,boulder,hammer,hammer,boulder,,hammer,gem,boulder,boulder,boulder,,boulder,boulder,boulder,gem,boulder,,,boulder,gem,boulder,hammer,,,,,,,
246,246,9,2,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,gem,,heart,enemy,,,enemy,,gem,gem,,sword,heart,,heart,enemy,,enemy,gem,,heart,gem,,,gem,,enemy,,,,,,,,
247,247,14,2,start,ice,ice,ice,ice,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,ice,grass,,ice,ice,endClosed,ice,grass,,,,,,,,,,,enemy,,,,enemy,sword,,gem,,,,,enemy,gem,,gem,enemy,,,gem,,,,,enemy,gem,,,,,,,
248,248,12,1,grass,start,grass,grass,grass,,grass,marsh,marsh,marsh,grass,,marsh,marsh,endClosed,ice,grass,,grass,marsh,ice,ice,marsh,,ice,grass,grass,marsh,grass,,,,,,,,boulder,,hammer,,,,warp,,,,boulder,,,,,,gem,,,,,,gem,,sword,enemy,gem,gem,warp,,,,,,,
249,249,7,1,start,ice,ice,ice,endClosed,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,enemy,gem,heart,,,,,heart,,enemy,,sword,,gem,gem,sword,,enemy,,enemy,,,,gem,,sword,enemy,gem,,,,,,,
250,250,20,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,sword,,,,,enemy,enemy,enemy,gem,,gem,enemy,,gem,enemy,,enemy,,gem,enemy,gem,,enemy,sword,enemy,gem,,,,,,,,
251,251,13,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,warp,boulder,,warp2,,,,boulder,,gem,,gem,boulder,boulder,gem,,,boulder,,warp2,boulder,gem,,,warp,gem,boulder,,,,,,,,
252,252,17,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,endClosed,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,,,,,,,,gem,sword,enemy,gem,,boulder,boulder,boulder,gem,warp,,gem,enemy,,boulder,boulder,,boulder,boulder,boulder,warp,warp2,,hammer,warp2,sword,boulder,gem,,,,,,,
253,253,18,1,start,grass,marsh,marsh,marsh,,grass,grass,marsh,grass,grass,,marsh,marsh,grass,grass,marsh,,marsh,grass,marsh,grass,marsh,,grass,grass,grass,grass,endClosed,,,,,,,,,gem,,,,,gem,warp,,warp,gem,,,,gem,warp2,,,,gem,,gem,,,gem,warp2,gem,,,,,,,,,
254,254,18,1,start,grass,marsh,grass,grass,,grass,grass,marsh,grass,grass,,marsh,marsh,marsh,marsh,marsh,,grass,grass,marsh,grass,grass,,grass,grass,marsh,grass,endClosed,,,,,,,,,warp,boulder,,sword,,,,boulder,warp2,,,boulder,boulder,gem,boulder,boulder,,hammer,warp,boulder,,enemy,,warp2,hammer,boulder,enemy,,,,,,,,
255,255,23,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,endClosed,grass,marsh,,grass,ice,grass,marsh,marsh,,ice,ice,ice,grass,marsh,,,,,,,,,warp,,gem,,,,,boulder,,warp2,,gem,enemy,,enemy,gem,,warp,gem,enemy,gem,hammer,,,,heart,warp2,,,,,,,,
256,256,26,1,start,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,,marsh,grass,endClosed,grass,marsh,,grass,marsh,grass,marsh,grass,,grass,grass,marsh,grass,grass,,,,,,,,,warp,enemy,,gem,,gem,enemy,gem,enemy,,,enemy,gem,,gem,enemy,,sword,enemy,gem,enemy,warp,,,warp2,enemy,warp2,,,,,,,,
257,257,27,1,start,grass,marsh,marsh,marsh,,marsh,grass,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,grass,grass,grass,endClosed,,,,,,,,,,,hammer,warp2,,,,warp,gem,gem,,,gem,,gem,,,gem,warp,gem,warp2,boulder,,sword,,,enemy,,,,,,,,
258,258,20,1,start,grass,marsh,grass,grass,,grass,grass,marsh,grass,grass,,marsh,marsh,endClosed,marsh,marsh,,grass,grass,marsh,grass,grass,,grass,grass,marsh,grass,grass,,,,,,,,,gem,warp,gem,,,gem,gem,warp2,gem,gem,,,,,,,,gem,gem,warp,gem,gem,,,gem,warp2,gem,,,,,,,,
259,259,15,1,start,grass,grass,marsh,ice,,grass,marsh,marsh,marsh,ice,,grass,marsh,marsh,ice,ice,,grass,marsh,marsh,ice,ice,,marsh,grass,grass,ice,endClosed,,,,,,,,,warp,gem,,sword,,warp2,heart,,enemy,,,gem,,,gem,,,gem,,,,enemy,,warp2,gem,gem,warp,,,,,,,,
260,260,14,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,gem,gem,gem,hammer,,boulder,boulder,boulder,boulder,boulder,,warp,heart,enemy,,warp2,,,gem,,gem,warp,,enemy,,,gem,warp2,,,,,,,
261,261,21,1,start,grass,grass,grass,grass,,grass,marsh,marsh,marsh,grass,,grass,marsh,ice,marsh,grass,,grass,marsh,marsh,marsh,grass,,grass,grass,grass,grass,endClosed,,,,,,,,,,warp2,,hammer,,,enemy,enemy,enemy,,,warp,enemy,gem,enemy,warp,,boulder,enemy,enemy,enemy,,,sword,boulder,warp2,heart,,,,,,,,
262,262,18,1,start,marsh,grass,marsh,endClosed,,grass,marsh,grass,marsh,grass,,marsh,grass,marsh,grass,marsh,,grass,marsh,grass,marsh,grass,,grass,marsh,grass,marsh,grass,,,,,,,,,,,enemy,,,,warp,,enemy,,,warp2,gem,boulder,gem,boulder,,gem,,,warp,,,,warp2,sword,,gem,,,,,,,
263,263,24,1,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,start,grass,grass,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,endClosed,,,,,,,,gem,gem,boulder,gem,sword,,gem,enemy,warp,gem,gem,,boulder,warp,,warp2,boulder,,gem,gem,warp2,enemy,gem,,sword,gem,boulder,gem,,,,,,,,
264,264,28,1,start,grass,marsh,grass,grass,,marsh,ice,ice,ice,grass,,grass,ice,endClosed,ice,marsh,,grass,ice,ice,ice,grass,,grass,grass,marsh,grass,grass,,,,,,,,,,sword,enemy,gem,,sword,warp,boulder,warp2,enemy,,enemy,warp2,,boulder,sword,,enemy,,boulder,warp,enemy,,gem,enemy,sword,enemy,gem,,,,,,,
265,265,24,1,start,grass,grass,grass,grass,,grass,grass,grass,grass,marsh,,grass,grass,grass,grass,grass,,grass,grass,grass,grass,marsh,,endClosed,grass,grass,grass,grass,,,,,,,,,hammer,warp,gem,gem,,enemy,enemy,enemy,warp2,gem,,gem,boulder,boulder,boulder,hammer,,enemy,enemy,enemy,warp,gem,,,hammer,warp2,gem,gem,,,,,,,
266,266,15,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,gem,,warp,,gem,gem,enemy,boulder,sword,,,,,,,,warp2,gem,enemy,warp,boulder,,heart,enemy,warp2,enemy,,,,,,,,
267,267,11,1,ice,ice,ice,ice,ice,,ice,start,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,gem,warp,,,gem,,,,,gem,,,,,,,,,warp,gem,,gem,warp2,,gem,,warp2,,gem,,,,,,,
268,268,26,2,ice,ice,ice,ice,ice,,ice,ice,start,ice,ice,,ice,ice,marsh,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,heart,,warp,hammer,enemy,,gem,,,enemy,gem,,,gem,enemy,warp2,warp2,,boulder,,,gem,,,sword,enemy,enemy,,warp,,,,,,,
269,269,15,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,enemy,,,warp,sword,,enemy,,,heart,heart,,warp2,,,gem,,warp,warp2,,heart,enemy,gem,,,,,,,,,
270,270,15,1,ice,ice,start,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,endClosed,ice,ice,ice,,,,,,,,boulder,enemy,,enemy,boulder,,enemy,gem,warp,gem,enemy,,,heart,warp2,,gem,,gem,,warp,,heart,,enemy,,warp2,,enemy,,,,,,,
271,271,16,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,endClosed,ice,ice,ice,,,,,,,,,,,boulder,gem,,gem,warp2,gem,,warp,,,gem,,,,,,enemy,warp,,boulder,,,,warp2,,gem,,,,,,,
272,272,10,1,ice,ice,ice,ice,ice,,ice,start,ice,endClosed,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,enemy,sword,,,,boulder,,,,gem,,,enemy,warp2,,warp2,,,,gem,,,warp,gem,warp,,,,,,,,
273,273,11,1,ice,ice,ice,ice,ice,,ice,start,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,endClosed,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,gem,,gem,,,warp,,,enemy,,warp2,sword,,,gem,enemy,gem,,,,warp,enemy,,warp2,,,,,,,,
274,274,13,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,enemy,warp2,,,gem,heart,heart,heart,,,warp2,enemy,gem,warp,,,enemy,gem,heart,warp,,heart,gem,gem,enemy,,,,,,,,
275,275,13,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,enemy,,,,sword,gem,gem,,heart,,,gem,,,heart,enemy,,gem,,,enemy,boulder,,boulder,hammer,,,,,,,
276,276,9,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,marsh,,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,,,,heart,,,warp2,,gem,,,sword,,,enemy,warp2,boulder,warp,,,warp,gem,enemy,gem,,,,,,,,
277,277,19,1,start,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,marsh,marsh,ice,ice,ice,,marsh,marsh,marsh,ice,ice,,marsh,marsh,ice,ice,endClosed,,,,,,,,,,,,warp,,,hammer,warp,enemy,sword,,boulder,enemy,gem,heart,,,gem,warp2,enemy,gem,,,warp2,heart,enemy,gem,,,,,,,,
278,278,12,1,start,ice,ice,marsh,ice,,ice,ice,ice,ice,ice,,ice,marsh,marsh,ice,marsh,,ice,ice,ice,ice,ice,,ice,ice,marsh,ice,endClosed,,,,,,,,,,gem,warp,gem,,,,,gem,,,,warp2,hammer,gem,warp2,,,gem,,,boulder,,gem,,warp,boulder,,,,,,,,
279,279,15,1,start,ice,marsh,ice,ice,,ice,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,,,boulder,,,,,,heart,,enemy,gem,,warp,hammer,,warp,,,boulder,,,gem,boulder,,,,,,,,,,
280,280,10,1,start,endClosed,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,gem,gem,enemy,,,,,boulder,warp,,gem,enemy,,,,,heart,,,,gem,,hammer,boulder,gem,heart,warp,,,,,,,
281,281,13,1,start,ice,ice,ice,endClosed,,ice,ice,ice,ice,ice,,ice,ice,marsh,ice,ice,,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,,,,,,,,,,enemy,gem,,,,,enemy,warp,warp2,,,,gem,,,,warp,sword,boulder,,enemy,,,hammer,warp2,enemy,gem,,,,,,,
282,282,20,1,start,ice,ice,ice,ice,,ice,marsh,marsh,marsh,ice,,ice,marsh,marsh,marsh,ice,,ice,marsh,marsh,marsh,ice,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,heart,,,warp,warp2,boulder,,,,warp2,enemy,gem,enemy,,,gem,gem,warp,,,,,,,,,,,,,,
283,283,17,1,start,ice,marsh,ice,grass,,grass,ice,marsh,ice,grass,,grass,ice,marsh,ice,grass,,grass,ice,marsh,ice,grass,,grass,ice,endClosed,ice,grass,,,,,,,,,sword,enemy,,gem,,gem,,enemy,sword,gem,,gem,sword,enemy,,gem,,gem,,enemy,sword,gem,,gem,boulder,,boulder,,,,,,,,
284,284,11,1,start,marsh,marsh,marsh,ice,,ice,marsh,ice,ice,ice,,ice,marsh,endClosed,marsh,ice,,ice,marsh,ice,marsh,ice,,ice,marsh,marsh,marsh,ice,,,,,,,,,,,,gem,,gem,,gem,gem,warp,,warp,,,,gem,,gem,,warp2,,gem,,gem,,,,warp2,,,,,,,
285,285,13,1,start,ice,grass,ice,ice,,ice,grass,ice,ice,ice,,ice,ice,ice,grass,grass,,grass,ice,grass,ice,grass,,endClosed,marsh,ice,grass,grass,,,,,,,,,,hammer,,,,,gem,,,,,heart,,,gem,boulder,,enemy,,boulder,,gem,,,enemy,,gem,sword,,,,,,,
286,286,9,1,start,marsh,marsh,grass,grass,,marsh,marsh,marsh,ice,marsh,,grass,ice,ice,ice,marsh,,marsh,grass,ice,ice,grass,,marsh,grass,ice,grass,endClosed,,,,,,,,,,,warp,boulder,,,,,gem,,,warp,gem,warp2,gem,,,,boulder,gem,gem,,,,boulder,gem,warp2,,,,,,,,
287,287,27,1,start,grass,ice,marsh,grass,,ice,marsh,marsh,ice,marsh,,marsh,ice,grass,ice,ice,,marsh,ice,ice,ice,marsh,,ice,ice,marsh,grass,endClosed,,,,,,,,,enemy,gem,,enemy,,gem,heart,,gem,,,,gem,enemy,gem,gem,,,gem,gem,gem,,,gem,gem,,enemy,,,,,,,,
288,288,19,1,start,grass,ice,marsh,grass,,grass,marsh,ice,ice,grass,,ice,marsh,ice,marsh,ice,,marsh,grass,marsh,ice,ice,,ice,grass,endClosed,grass,marsh,,,,,,,,,gem,,,gem,,gem,,boulder,,gem,,,warp,enemy,,boulder,,,gem,,boulder,warp,,,gem,,gem,,,,,,,,
289,289,25,1,start,marsh,ice,ice,marsh,,marsh,marsh,marsh,marsh,ice,,ice,marsh,ice,ice,ice,,ice,ice,ice,marsh,ice,,ice,ice,ice,marsh,endClosed,,,,,,,,,,gem,gem,enemy,,,,hammer,boulder,,,gem,,,,,,boulder,gem,gem,,,,sword,boulder,gem,enemy,,,,,,,,
